,r,roll_avg_r,roll_std_r,upper_r,lower_r
460,17,11.1,2.9084675816432646,16.8005964600208,5.399403539979201
461,9,11.08,2.9196029923010927,16.80242186491014,5.357578135089859
462,12,10.9,2.549509756796478,15.897039123321097,5.902960876678904
463,12,10.98,2.5192321473507224,15.917695008807417,6.042304991192585
464,10,10.94,2.5185839883003474,15.876424617068679,6.003575382931319
465,12,10.96,2.523036719057953,15.90515196935359,6.014848030646413
466,12,10.98,2.5273201100723166,15.93354741574174,6.02645258425826
467,13,10.96,2.5068070593193843,15.873341836265993,6.0466581637340076
468,13,11.0,2.5233602475223282,15.945786085143762,6.054213914856237
469,10,10.98,2.5273201100723166,15.93354741574174,6.02645258425826
470,10,10.94,2.5266740258002214,15.892281090568433,5.987718909431566
471,8,10.86,2.5555861183227035,15.868948791912498,5.851051208087501
472,10,10.82,2.5530294130060285,15.823937649491816,5.816062350508185
473,12,10.88,2.544622180367208,15.867459473519729,5.892540526480273
474,10,10.9,2.5334496929955432,15.865561398271264,5.934438601728735
475,8,10.82,2.561010642345033,15.839580858996264,5.800419141003736
476,12,10.86,2.5635593877837737,15.884576400056195,5.8354235999438036
477,8,10.82,2.592689880476832,15.901672165734592,5.73832783426541
478,10,10.8,2.5951288749407917,15.886452594883952,5.713547405116049
479,9,10.78,2.6052537186953497,15.886297288642885,5.673702711357114
480,11,10.74,2.5857537487123614,15.808077347476228,5.671922652523772
481,10,10.74,2.5857537487123614,15.808077347476228,5.671922652523772
482,12,10.7,2.549509756796479,15.697039123321098,5.702960876678901
483,11,10.66,2.5282889269147275,15.615446296752866,5.704553703247134
484,12,10.7,2.533449692995544,15.665561398271265,5.7344386017287325
485,11,10.74,2.521823117654197,15.682773310602226,5.797226689397775
486,10,10.74,2.521823117654197,15.682773310602226,5.797226689397775
487,11,10.78,2.5094921837711714,15.698604680191496,5.861395319808503
488,10,10.8,2.4989793835052168,15.697999591670225,5.902000408329776
489,15,10.92,2.5542281872717445,15.926287247052619,5.913712752947381
490,13,10.98,2.5673777617306364,16.01206041299205,5.947939587007953
491,8,10.98,2.5673777617306364,16.01206041299205,5.947939587007953
492,11,11.02,2.551430171172197,16.020803135497506,6.019196864502494
493,11,11.02,2.551430171172197,16.020803135497506,6.019196864502494
494,9,10.96,2.5631613133721776,15.98379617420947,5.936203825790533
495,12,11.0,2.563479777846709,16.024420364579548,5.975579635420451
496,9,10.9,2.5414924106654007,15.881325124904185,5.918674875095816
497,11,10.9,2.5414924106654007,15.881325124904185,5.918674875095816
498,10,10.94,2.5104678806135476,15.860517046002553,6.019482953997446
499,9,10.96,2.490471637981906,15.841324410444535,6.078675589555465
500,15,10.8,1.8844151368962485,14.493453668316647,7.1065463316833535
501,8,10.76,1.9225832961441975,14.528263260442627,6.991736739557373
502,9,10.76,1.9225832961441975,14.528263260442627,6.991736739557373
503,8,10.72,1.9591751700496864,14.559983333297385,6.880016666702615
504,12,10.74,1.9671796863448414,14.59567218523589,6.884327814764111
505,9,10.68,1.9737046901910316,14.548461192774422,6.811538807225578
506,11,10.68,1.9737046901910316,14.548461192774422,6.811538807225578
507,15,10.8,2.0503857277725825,14.818756026434261,6.781243973565739
508,10,10.76,2.046001575996469,14.77016308895308,6.749836911046921
509,11,10.82,2.0070284664913363,14.753775794323019,6.886224205676982
510,10,10.68,1.8006801436102637,14.209333081476117,7.150666918523883
511,8,10.66,1.8251083277887117,14.237212322465876,7.082787677534125
512,9,10.6,1.8294640678380778,14.185749572962632,7.014250427037368
513,10,10.56,1.8200695209867486,14.127336261134028,6.992663738865973
514,10,10.56,1.8200695209867486,14.127336261134028,6.992663738865973
515,15,10.62,1.9154580631893712,14.374297803851167,6.865702196148831
516,11,10.6,1.905952009161021,14.3356659379556,6.864334062044399
517,9,10.52,1.887012540109645,14.218544578614903,6.821455421385096
518,10,10.46,1.8539533050061696,14.093748477812094,6.826251522187908
519,12,10.5,1.8653664081716321,14.1561181600164,6.843881839983601
520,10,10.5,1.8653664081716321,14.1561181600164,6.843881839983601
521,9,10.52,1.8432446990046127,14.13275961004904,6.9072403899509585
522,9,10.5,1.8543935693925722,14.134611396009442,6.865388603990558
523,9,10.44,1.8534028274546173,14.072669541811049,6.80733045818895
524,10,10.44,1.8534028274546173,14.072669541811049,6.80733045818895
525,9,10.46,1.831805176344383,14.050338145634992,6.86966185436501
526,8,10.38,1.8504274189098866,14.006837741063379,6.753162258936623
527,10,10.42,1.8192844522965042,13.985797526501148,6.854202473498852
528,11,10.44,1.8200695209867488,14.007336261134027,6.872663738865972
529,19,10.64,2.1736830401841285,14.900418758760893,6.379581241239109
530,12,10.66,2.1816488802589515,14.936031805307545,6.383968194692455
531,8,10.62,2.212118755346454,14.955752760479049,6.284247239520949
532,10,10.58,2.2047259073479077,14.9012627784019,6.258737221598101
533,13,10.62,2.2304936764798886,14.99176760590058,6.248232394099418
534,10,10.58,2.223161932831767,14.937397388350263,6.222602611649736
535,11,10.58,2.223161932831767,14.937397388350263,6.222602611649736
536,9,10.56,2.2329627065806616,14.936606904898097,6.183393095101904
537,10,10.54,2.233419634843968,14.917502484294175,6.162497515705822
538,11,10.56,2.2329627065806616,14.936606904898097,6.183393095101904
539,22,10.7,2.689738626251901,15.971887707453725,5.428112292546273
540,15,10.74,2.739059871487347,16.1085573481152,5.3714426518848
541,9,10.76,2.722243972332091,16.095598185770896,5.4244018142291015
542,9,10.72,2.7333167412804005,16.077300812909584,5.362699187090416
543,8,10.66,2.759843237192648,16.069292744897588,5.2507072551024105
544,9,10.66,2.759843237192648,16.069292744897588,5.2507072551024105
545,11,10.64,2.7535505835787677,16.036959143814386,5.243040856185616
546,25,10.96,3.4104281854576137,17.644439243496922,4.275560756503078
547,10,10.94,3.4131199444353677,17.62971509109332,4.2502849089066785
548,14,11.02,3.437429034518005,17.75736090765529,4.282639092344709
549,10,11.04,3.4283333250656285,17.759533317128632,4.320466682871367
550,12,10.98,3.383573765794367,17.61180458095696,4.348195419043041
551,16,11.14,3.428630951864327,17.860116665654083,4.419883334345919
552,11,11.18,3.414793745825809,17.872995741818585,4.487004258181414
553,10,11.22,3.3883955627695483,17.861255303028315,4.578744696971686
554,10,11.18,3.390803889995499,17.825975624391177,4.534024375608822
555,14,11.28,3.3989193961059057,17.941882016367575,4.618117983632424
556,9,11.24,3.4140167258058476,17.931472782579462,4.548527217420539
557,10,11.14,3.3746352788570455,17.75428514655981,4.525714853440191
558,10,11.14,3.3746352788570455,17.75428514655981,4.525714853440191
559,11,11.14,3.3746352788570455,17.75428514655981,4.525714853440191
560,10,11.14,3.3746352788570455,17.75428514655981,4.525714853440191
561,13,11.24,3.353706447913406,17.813264637910276,4.6667353620897245
562,18,11.42,3.470517223112257,18.222213757300025,4.617786242699976
563,10,11.42,3.470517223112257,18.222213757300025,4.617786242699976
564,17,11.56,3.55229158575201,18.52249150807394,4.597508491926061
565,12,11.5,3.518174387435707,18.395621799373984,4.604378200626014
566,10,11.48,3.5239124824084267,18.386868465520518,4.573131534479484
567,10,11.5,3.5123688151841344,18.384242877760904,4.6157571222390965
568,12,11.54,3.5063208230688425,18.412388813214932,4.667611186785068
569,8,11.46,3.5410709783157186,18.40049911749881,4.519500882501193
570,10,11.46,3.5410709783157186,18.40049911749881,4.519500882501193
571,22,11.72,3.822810164135915,19.212707921706393,4.227292078293607
572,11,11.76,3.804186737621371,19.216206005737888,4.303793994262112
573,12,11.82,3.783368545492345,19.235402349164996,4.404597650835004
574,16,11.94,3.8194454133167786,19.426113010100885,4.453886989899114
575,13,12.02,3.798442215607153,19.46494674259002,4.57505325740998
576,10,12.06,3.765634076752607,19.44064279043511,4.679357209564891
577,10,12.06,3.765634076752607,19.44064279043511,4.679357209564891
578,10,12.04,3.774025080219116,19.437089157229465,4.642910842770531
579,13,11.92,3.641260154150557,19.05686990213509,4.783130097864908
580,8,11.84,3.6831663396749734,19.059006025762947,4.620993974237052
581,9,11.86,3.66455721634104,19.04253214402844,4.677467855971561
582,15,11.96,3.6809493008057714,19.174660629579314,4.745339370420689
583,8,11.86,3.719831025348237,19.150868809682542,4.569131190317455
584,13,11.92,3.7134064893440493,19.198276719114336,4.641723280885664
585,10,11.9,3.7211475078946625,19.193449115473538,4.606550884526462
586,13,11.98,3.7004688064832485,19.232918860707166,4.727081139292833
587,8,11.94,3.7329749585038448,19.256630918667536,4.623369081332464
588,9,11.9,3.753909526706036,19.25766267234383,4.5423373276561705
589,9,11.64,3.4803237006383387,18.461434453251144,4.818565546748856
590,12,11.58,3.446915213607142,18.33595381867,4.824046181330002
591,10,11.6,3.434518651477582,18.33165655689606,4.86834344310394
592,9,11.6,3.434518651477582,18.33165655689606,4.86834344310394
593,9,11.62,3.4159888161171117,18.315338079589537,4.92466192041046
594,11,11.66,3.396336561770164,18.316819661069523,5.003180338930479
595,9,11.62,3.4159888161171117,18.315338079589537,4.92466192041046
596,18,11.48,2.970879070070009,17.302922977337218,5.657077022662783
597,15,11.58,3.0040109241901085,17.467861411412613,5.692138588587388
598,9,11.48,3.0050297971289908,17.36985840237282,5.590141597627179
599,8,11.44,3.038259437270576,17.394988497050328,5.485011502949671
600,13,11.46,3.045304180376873,17.428796193538673,5.49120380646133
601,11,11.36,2.9744490143177713,17.189920068062833,5.530079931937168
602,11,11.36,2.9744490143177713,17.189920068062833,5.530079931937168
603,12,11.4,2.969229955832437,17.219690713431575,5.580309286568424
604,12,11.44,2.9634508290719084,17.24836362498094,5.631636375019059
605,12,11.4,2.941608611710648,17.16555287895287,5.63444712104713
606,10,11.42,2.9283275159750786,17.159521931311154,5.680478068688846
607,11,11.44,2.9218389512673877,17.166804344484078,5.71319565551592
608,10,11.44,2.9218389512673877,17.166804344484078,5.71319565551592
609,9,11.4,2.941608611710648,17.16555287895287,5.63444712104713
610,8,11.36,2.974449014317771,17.18992006806283,5.530079931937169
611,12,11.34,2.966548189944966,17.154434452292133,5.525565547707867
612,11,11.2,2.806697529198437,16.701127157228935,5.698872842771063
613,15,11.3,2.8517806825253826,16.88949013774975,5.710509862250251
614,9,11.14,2.74798627569881,16.52605310036967,5.753946899630333
615,14,11.18,2.7751815531711923,16.619355844215537,5.740644155784463
616,20,11.38,3.0364452901378693,17.331432768670226,5.428567231329777
617,12,11.42,3.0310636645864037,17.360884782589352,5.479115217410649
618,10,11.38,3.0364452901378693,17.331432768670226,5.428567231329777
619,10,11.42,3.0040109241901085,17.307861411412613,5.5321385885873875
620,9,11.4,3.016958868849057,17.313239382944154,5.4867606170558485
621,13,11.22,2.6130754419470112,16.341627866216143,6.098372133783859
622,10,11.2,2.6186146828319936,16.332484778350707,6.067515221649292
623,10,11.16,2.6214188399975926,16.297980926395283,6.022019073604719
624,10,11.04,2.531112524611528,16.000980548238594,6.079019451761405
625,8,10.94,2.5507901936939743,15.93954877964019,5.94045122035981
626,10,10.94,2.5507901936939743,15.93954877964019,5.94045122035981
627,8,10.9,2.5813301427990365,15.959407079886113,5.840592920113889
628,10,10.9,2.5813301427990365,15.959407079886113,5.840592920113889
629,11,10.86,2.5635593877837746,15.884576400056197,5.835423599943802
630,12,10.94,2.534738242735158,15.90808695576091,5.9719130442390895
631,13,11.02,2.535382272026561,15.989349253172058,6.05065074682794
632,8,10.88,2.5042005527041376,15.78823308330011,5.971766916699892
633,12,10.96,2.4740283600902915,15.809095585776973,6.11090441422303
634,12,10.94,2.461209259776301,15.76397014916155,6.11602985083845
635,8,10.9,2.492846909516539,15.785979942652418,6.014020057347584
636,11,10.86,2.474440773762344,15.709903916574193,6.010096083425806
637,9,10.88,2.4548161741727297,15.69143970137855,6.068560298621451
638,14,10.98,2.4783964532722127,15.837657048413536,6.122342951586464
639,9,10.98,2.4783964532722127,15.837657048413536,6.122342951586464
640,8,10.9,2.5091668671787026,15.817967059670258,5.982032940329743
641,9,10.88,2.5204469963133396,15.820076112774146,5.939923887225856
642,10,10.9,2.5091668671787026,15.817967059670258,5.982032940329743
643,17,11.06,2.6373301280048507,16.229167050889508,5.890832949110493
644,11,11.06,2.6373301280048507,16.229167050889508,5.890832949110493
645,12,11.12,2.6235977790284277,16.262251646895717,5.977748353104281
646,16,11.08,2.530144788952141,16.039083786346197,6.120916213653804
647,12,11.02,2.4701483058840155,15.86149067953267,6.178509320467329
648,15,11.14,2.515340687761929,16.07006774801338,6.20993225198662
649,13,11.24,2.4871916791795607,16.11489569119194,6.365104308808061
650,11,11.2,2.4743582965270585,16.049742261193032,6.350257738806965
651,26,11.5,3.2403703492040004,17.85112588443984,5.14887411556016
652,14,11.56,3.258646269573385,17.946946688363834,5.173053311636166
653,9,11.5,3.2779411158811453,17.924764587127044,5.0752354128729555
654,10,11.46,3.28391254948324,17.89646859698715,5.02353140301285
655,10,11.42,3.289376840679774,17.867178607732356,4.972821392267643
656,10,11.42,3.289376840679774,17.867178607732356,4.972821392267643
657,12,11.44,3.2898111105134284,17.88802977660632,4.99197022339368
658,8,11.4,3.3197000110349975,17.906612021628597,4.893387978371406
659,12,11.46,3.3025036884529517,17.932907229367785,4.9870927706322155
660,14,11.58,3.2831667142364003,18.015006759903343,5.144993240096656
661,13,11.6,3.28881840949188,18.046084082604082,5.153915917395915
662,9,11.56,3.3083691031155262,18.044403442106432,5.07559655789357
663,14,11.54,3.290121268157775,17.98863768558924,5.09136231441076
664,12,11.6,3.270149469217097,18.009492959665508,5.19050704033449
665,10,11.52,3.259147252937029,17.907928615756575,5.132071384243423
666,14,11.4,3.0438965360947194,17.366037210745652,5.43396278925435
667,11,11.38,3.0431589387560853,17.344591519961927,5.4154084800380735
668,17,11.52,3.137918197188281,17.67031966648903,5.36968033351097
669,11,11.54,3.131212192732843,17.67717589775637,5.402824102243627
670,16,11.68,3.171557268946051,17.89625224713426,5.463747752865739
671,15,11.72,3.2010202455225665,17.99399968122423,5.446000318775771
672,12,11.76,3.1915705301591015,18.01547823911184,5.504521760888161
673,11,11.78,3.1834392901838364,18.01954100876032,5.54045899123968
674,13,11.84,3.1774717198761504,18.067844570957256,5.612155429042745
675,8,11.84,3.1774717198761504,18.067844570957256,5.612155429042745
676,9,11.82,3.192401693306941,18.077107318881605,5.562892681118396
677,18,12.02,3.260712329838319,18.410996166483105,5.629003833516894
678,10,12.02,3.260712329838319,18.410996166483105,5.629003833516894
679,11,12.02,3.260712329838319,18.410996166483105,5.629003833516894
680,16,12.1,3.308924234828774,18.585491500264396,5.614508499735603
681,11,12.06,3.3099109057619795,18.54742537529348,5.572574624706521
682,12,12.14,3.2577067181109083,18.52510516749738,5.754894832502621
683,10,12.1,3.271709283028294,18.512550194735457,5.687449805264543
684,11,12.08,3.275387498496411,18.499759497052967,5.660240502947034
685,15,12.22,3.246913762265991,18.583950974041343,5.856049025958659
686,13,12.26,3.243895365584038,18.618034916544715,5.901965083455286
687,18,12.44,3.308369103115527,18.92440344210643,5.955596557893567
688,11,12.38,3.306703148800353,18.861138171648694,5.898861828351309
689,13,12.46,3.271459762795852,18.87206113507987,6.047938864920131
690,9,12.48,3.2465994768781936,18.84333497468126,6.116665025318741
691,10,12.5,3.2277495793415003,18.82638917550934,6.17361082449066
692,24,12.78,3.593020445025022,19.822320072249042,5.737679927750957
693,12,12.68,3.5423962833895204,19.62309671544346,5.73690328455654
694,13,12.72,3.5343215150052534,19.647270169410298,5.792729830589704
695,16,12.8,3.5628468323829003,19.783179791470484,5.816820208529516
696,13,12.74,3.532993180905815,19.664666634575397,5.815333365424602
697,11,12.72,3.540091086110588,19.65857852877675,5.781421471223249
698,10,12.62,3.5449878385561013,19.56817616356996,5.671823836430041
699,10,12.56,3.5637632024681105,19.544975876837498,5.575024123162504
700,11,12.56,3.5637632024681105,19.544975876837498,5.575024123162504
701,16,12.36,3.03557142521,18.309719993411598,6.410280006588399
702,25,12.58,3.517246139832088,19.47380243407089,5.686197565929108
703,10,12.6,3.4992710611188906,19.458571279793027,5.741428720206974
704,9,12.58,3.517246139832088,19.47380243407089,5.686197565929108
